bday,name,p_id,sex,subscriber
2005-02-25,William Smith,4254,M,0
1978-10-11,Taylor Vincent,4255,M,0
1983-05-01,Stefanie Clarke,4256,F,0
2007-07-10,Eric Fisher,4257,M,1
2007-01-13,David Gibbs,4258,M,1
1995-11-12,Jennifer Merritt,4259,F,0
1993-12-17,Jordan Johnson,4260,M,0
1991-06-26,Alexander Mccall,4261,M,1
2000-08-11,Joseph Martin,4262,M,0
2011-10-18,Scott Keith,4263,M,1
1989-04-06,Stacy Ryan,4264,F,0
2005-08-03,Mark Wade,4265,M,1
1990-08-03,Jennifer Lester,4266,F,0
1992-04-12,John Nicholson,4267,M,0
1989-08-01,Brian Schmitt,4268,M,1
2010-09-02,Katie Kennedy,4269,F,1
1991-07-18,Alicia Holland,4270,F,1
1994-02-05,Joseph Simpson,4271,M,1
2005-02-24,Debra Lopez,4272,F,1
1976-07-29,Benjamin Kelly,4273,M,0
1970-05-10,Christopher Hayes,4274,M,0
2013-10-19,Michael Cuevas,4275,M,0
2014-12-26,Dustin Bender,4276,M,0
2010-08-01,Patrick Ray,4277,M,1
1998-05-17,Michael Adams,4278,M,0
2006-01-16,Jason Welch,4279,M,0
2004-11-15,Lisa Brock,4280,F,1
1982-12-11,Lauren Jordan,4281,F,0
2016-05-05,Cody Clarke,4282,M,0
2008-04-22,Elizabeth Benitez,4283,F,0
2011-08-21,Karen Miller,4284,F,0
1999-02-09,Joann Scott,4285,F,1
1978-06-07,Robert Cummings,4286,M,1
1982-03-15,Robert Johnson,4287,M,1
1978-03-14,Monica Anthony,4288,F,0
1987-01-12,Gina Howe,4289,F,1
1993-03-12,Lisa Austin,4290,F,1
2001-07-04,Patrick Frazier,4291,M,0
1989-09-04,Shannon Randolph,4292,F,1
1970-03-21,Ronald Rhodes,4293,M,0
2014-03-22,Elizabeth Randolph,4294,F,1
2002-04-18,Jessica Perkins,4295,F,1
2013-01-22,Jasmine Miller,4296,F,0
1999-03-15,Justin Hartman,4297,M,0
2003-07-23,Sheri Murray,4298,F,0
1992-02-12,Brian Reed,4299,M,0
2001-06-13,Justin Perry,4300,M,0
1990-10-19,Kristen Flynn,4301,F,0
2011-07-05,Joseph Taylor,4302,M,1
2004-10-29,Melissa Peterson,4303,F,0
1980-09-16,Lori Lopez,4304,F,0
1991-06-17,Andrew Lee,4305,M,1
2002-04-16,Sandra Cruz,4306,F,0
1971-02-15,Jose Wilson,4307,M,1
1993-11-15,Laura Ramirez,4308,F,0
2003-02-22,Mandy Lopez,4309,F,0
1979-08-15,Sergio Molina,4310,M,1
2016-06-29,Michele Love,4311,F,0
1975-01-27,Christopher Anderson,4312,M,1
1997-04-11,Crystal Rios,4313,F,0
1971-05-07,Christopher Jones,4314,M,0
2004-11-28,Derrick Cortez,4315,M,0
2003-07-21,Ryan Anderson,4316,M,0
1983-10-02,Michael Williams,4317,M,1
1985-09-07,Adam Baldwin,4318,M,0
2016-02-19,Kristin Price,4319,F,0
1984-03-05,Erin York,4320,F,0
1976-06-15,John Lawson,4321,M,1
1987-02-22,Marie Ramos,4322,F,1
1978-11-19,Gina Bautista,4323,F,0
1985-09-26,Lindsey Griffith,4324,F,1
1988-06-06,John Coleman,4325,M,0
1996-02-08,Charles Rivas,4326,M,0
1999-10-13,James Olsen,4327,M,1
1971-11-01,Veronica Cohen,4328,F,0
2014-10-27,Tina Johnson,4329,F,0
1979-08-23,Kelly Rodriguez,4330,F,0
2007-07-28,Natalie Woods,4331,F,1
2015-01-01,Chelsea Goodman,4332,F,1
1976-04-18,Jason Foster,4333,M,1
1986-04-07,Shane Carlson,4334,M,0
1984-02-19,Anthony Marquez,4335,M,0
1971-03-11,Emily Martin,4336,F,0
1996-10-13,Tiffany Jones,4337,F,0
1976-12-22,Teresa Rojas,4338,F,0
1979-08-25,Jessica Snyder,4339,F,0
1981-08-01,Melissa King,4340,F,0
2008-02-09,Melissa Lee,4341,F,1
1982-05-10,Laurie Schroeder,4342,F,0
2014-06-14,Kimberly Greene,4343,F,1
1985-11-20,Bruce Jennings,4344,M,0
1986-09-28,Tracy Mendez,4345,F,1
2003-04-10,Erica Mccormick,4346,F,1
1985-04-07,Hailey Palmer,4347,F,1
1971-11-18,Charles Bryant,4348,M,1
1981-09-04,Katherine Armstrong,4349,F,0
1977-10-21,Christopher Walker,4350,M,0
1998-07-30,Chelsea Welch,4351,F,1
1986-10-21,Michael Ayers,4352,M,0
1982-08-15,David Griffin,4353,M,0
2008-09-15,Darlene Patterson,4354,F,0
2008-11-16,David Santiago,4355,M,0
1977-12-30,Becky Shelton,4356,F,0
1992-02-28,Joshua Mitchell,4357,M,1
2005-05-29,Mark Stokes,4358,M,0
1978-08-02,Kimberly Webb,4359,F,1
2014-07-23,Eric Torres,4360,M,1
1977-11-05,John Daniel,4361,M,0
1981-05-28,Jeremiah George,4362,M,0
2008-11-19,Thomas Diaz,4363,M,1
1998-12-30,Diane Smith,4364,F,1
1981-07-02,Jonathan Murray,4365,M,0
1978-07-13,Kathleen Hanson,4366,F,0
1972-06-22,Jamie Smith,4367,F,1
2007-12-04,Ronald Shaffer,4368,M,0
1999-12-12,Patricia David,4369,F,0
2008-04-02,Gerald Lawrence,4370,M,1
1997-07-12,Crystal Williams,4371,F,0
1999-11-04,Christopher Chan,4372,M,1
1996-11-02,Alexander Hunter,4373,M,1
1973-02-03,Jesus Hopkins,4374,M,0
1982-01-08,Brandon Baker,4375,M,0
2016-09-03,Mr. Johnny Schneider,4376,M,1
2004-05-03,Ronald Herrera,4377,M,0
1989-12-05,Emily Castaneda,4378,F,0
2012-06-09,Erika Sanchez,4379,F,1
2002-06-14,Kimberly Holden,4380,F,1
1977-09-26,Antonio Morales,4381,M,1
1983-04-06,Peter Mullins,4382,M,1
1971-09-08,Larry Miller,4383,M,1
1988-07-23,Patrick Carr,4384,M,0
1997-01-10,Phillip Wheeler,4385,M,1
2012-04-08,Stacy Jones,4386,F,1
1976-02-09,Joseph Jones,4387,M,1
2013-05-18,Sarah Steele,4388,F,0
1985-11-01,Erika Gibbs,4389,F,1
1972-09-23,Alan Lawrence,4390,M,0
1985-07-01,Veronica Robinson MD,4391,F,0
1985-11-22,Karen Andrews,4392,F,1
1980-12-24,Anthony Hunter,4393,M,1
1999-02-25,Mrs. Tamara Owens MD,4394,F,1
1978-03-14,Frank Gibson,4395,M,1
2000-04-10,Carmen Reed,4396,F,0
1995-12-08,Kimberly Johnson,4397,F,0
2006-01-07,Patricia Johnson,4398,F,0
1985-09-30,Jennifer Hurley,4399,F,0
2012-08-27,Nathan Trujillo,4400,M,0
1999-08-02,Sonya Pearson,4401,F,1
2007-08-27,Dawn Clark,4402,F,0
1985-08-19,Joseph Dixon,4403,M,1
1984-07-16,Michelle Solis,4404,F,0
1993-07-27,Judy Howard,4405,F,0
2000-06-18,Seth Phillips,4406,M,0
1973-12-06,Carla Edwards,4407,F,0
1970-12-31,Samantha Byrd,4408,F,1
1991-12-18,Suzanne Miller,4409,F,0
1980-05-18,Shannon Cordova,4410,F,0
2004-10-30,Joan Gross,4411,F,1
1994-08-09,Chelsea Taylor,4412,F,0
1996-04-17,Mr. Cameron Fisher,4413,M,1
1971-05-07,Jessica Webster,4414,F,1
2005-03-01,Christina Adams,4415,F,0
1991-11-19,Donald Evans,4416,M,0
2006-01-20,Troy Allen,4417,M,0
1994-12-28,Michael Armstrong,4418,M,0
1999-11-19,Alexandra Mitchell,4419,F,0
1990-10-21,Richard Cole,4420,M,1
2016-06-18,Autumn Griffith,4421,F,1
2006-06-05,Gabriel Alvarado,4422,M,1
1974-03-11,Lisa Davis,4423,F,0
1512-07-11,Sheila Avila,4424,F,1
1998-07-30,Tyler Graham,4425,M,1
2009-02-06,Jake Myers,4426,M,0
1995-09-28,Marc Martin,4427,M,0
2000-08-22,Duane Clark,4428,M,1
2014-12-05,William Daugherty,4429,M,0
1973-07-01,Karen Ramos,4430,F,0
1982-07-15,Karen Colon,4431,F,1
2013-07-28,John Mcpherson,4432,M,0
2013-09-22,Danielle Carter,4433,F,0
1993-06-08,Tony Rogers,4434,M,1
1991-09-21,Jessica Moore,4435,F,0
1977-01-17,Timothy Webb,4436,M,0
2009-11-20,Daniel Clark,4437,M,0
2009-04-26,Andrew Woodard,4438,M,1
2001-01-07,Alexa Austin,4439,F,1
1975-06-20,Katrina Grant,4440,F,0
1994-01-05,Amanda Allen,4441,F,0
2009-10-28,Dr. Stephanie Zuniga,4442,F,0
1974-03-20,Jason Jensen,4443,M,0
1974-10-21,Keith Hartman,4444,M,0
2003-10-08,Bobby Lowe,4445,M,0
2010-07-05,Sarah Leach,4446,F,0
1982-04-26,Gabriel Johnson,4447,M,1
1994-08-10,Joseph Williams,4448,M,1
1999-04-12,Lori Walls,4449,F,1
2012-03-22,Pamela Hall,4450,F,0
1975-04-19,Dana Torres,4451,F,0
1981-11-17,Susan Burton,4452,F,1
2008-02-01,Brandi Jenkins,4453,F,1
1987-07-22,Ronald Mathews,4454,M,0
2014-09-29,Linda Gillespie,4455,F,0
2010-09-09,Gregory Padilla,4456,M,1
1991-06-30,Patricia Anderson,4457,F,0
1972-02-24,Jennifer Chase,4458,F,0
1982-09-16,Thomas Evans,4459,M,0
1986-02-03,Kathryn Sullivan,4460,F,1
1974-03-13,Jasmine Morrison,4461,F,0
1983-09-14,Christopher Horton,4462,M,0
2004-05-18,Crystal Rodriguez,4463,F,0
2012-10-09,Patricia Cowan,4464,F,0
1974-11-22,Gabriella Levine,4465,F,0
1981-08-22,Joseph Brown,4466,M,1
2010-07-23,Daniel Hernandez,4467,M,0
1971-08-22,David Patterson,4468,M,0
2000-11-06,Gerald Smith,4469,M,1
1976-06-24,Henry Garner,4470,M,0
1999-08-25,Amanda Hernandez,4471,F,0
1993-03-14,George Barber,4472,M,1
1989-05-12,Rebecca Dunn,4473,F,0
2011-05-17,Austin Schwartz,4474,M,1
1976-08-24,Scott Baker,4475,M,0
1975-03-17,Stephanie Bass,4476,F,0
1970-09-09,Sarah Reyes,4477,F,1
2008-02-20,Lisa Love,4478,F,1
1977-11-23,Bradley Fletcher,4479,M,0
2000-08-17,Dylan Harrison,4480,M,0
2003-08-21,Richard Bean,4481,M,0
1970-09-25,Justin Ryan,4482,M,0
2006-05-13,Melinda Wilson,4483,F,1
1997-02-02,Michael Ellis,4484,M,0
2016-11-08,David West,4485,M,1
2003-09-23,Kimberly Williams,4486,F,1
1977-01-15,William Guerrero,4487,M,0
2006-03-11,Dr. Morgan Johnson,4488,F,1
1996-06-10,Jason Obrien DDS,4489,M,1
1978-02-25,Michael Anderson,4490,M,0
2008-01-15,Maria Russo MD,4491,F,1
1993-11-09,Joseph Patel,4492,M,0
1994-01-27,Scott Bauer,4493,M,1
2003-11-25,Shawn Jackson DVM,4494,M,1
2013-04-07,Darlene Gonzales,4495,F,0
1979-03-04,Shawn Ross,4496,M,1
2011-12-02,Jason Velez,4497,M,0
1972-09-06,Ricky Meyer,4498,M,1
1979-11-29,Mrs. Nicole Wallace,4499,F,0
1991-10-20,David Lloyd,4500,M,0
1977-01-22,Daniel Mcclain,4501,M,0
2000-11-10,Zachary Richards,4502,M,1
2012-02-10,Brittany Fuller,4503,F,0
1976-02-08,Julie Armstrong,4504,F,1
1980-04-20,Lindsey Long,4505,F,0
2008-04-20,Mrs. Kimberly Rodriguez,4506,F,1
1991-12-28,Tracy Coleman,4507,F,0
1988-04-10,James Campbell,4508,M,1
2004-08-28,Aaron Lin,4509,M,0
2015-06-24,Amanda Smith,4510,F,1
1977-06-21,Thomas Rasmussen,4511,M,0
1972-02-29,Charles Peterson,4512,M,0
1993-08-14,Nichole Barnes,4513,F,0
2005-01-22,Janice Brown,4514,F,0
1987-07-11,Jessica Ramirez,4515,F,0
1985-09-07,Jason Coleman,4516,M,0
1977-06-24,James Jones,4517,M,1
1987-01-29,Erica Deleon,4518,F,1
1980-07-19,Wendy Moran,4519,F,0
1990-02-04,Marcus Knight PhD,4520,M,1
1992-07-24,Corey Garza,4521,M,1
2005-01-16,Laura Gonzalez,4522,F,0
1974-05-21,Brenda Carroll,4523,F,1
1995-06-25,Shannon Campbell,4524,F,0
2009-02-20,Jasmine Harris,4525,F,0
1987-07-24,Alexandria Weaver,4526,F,1
1999-03-03,Tabitha Dickerson,4527,F,1
2015-05-13,John Cruz,4528,M,1
1981-12-24,Carlos Hays,4529,M,0
2009-08-07,Randy Scott,4530,M,1
2013-04-29,Monica Little,4531,F,1
2012-12-13,Jeffery Flores,4532,M,1
1992-10-06,David Collier,4533,M,1
2007-01-29,Nicole Garner,4534,F,1
2000-07-02,Jeffery Edwards,4535,M,0
1994-07-02,Charles Hart,4536,M,1
1986-11-11,Jennifer Kane,4537,F,0
1995-02-17,Crystal Dunn,4538,F,1
1982-12-01,Brandy Nunez,4539,F,1
1987-02-16,Lauren Miller,4540,F,0
2000-10-01,Michelle Scott,4541,F,1
1978-05-29,Dennis Martinez,4542,M,1
2012-08-10,Sergio Hatfield,4543,M,1
1994-11-16,Alexandra Sanchez,4544,F,0
1983-01-18,Kathy Daniels,4545,F,0
2008-09-04,Jonathan Smith,4546,M,0
1998-02-21,Michelle Berger,4547,F,0
1999-08-21,Kiara Reed,4548,F,1
2017-02-12,Mr. Cody Richard,4549,M,1
1995-08-06,Donna Smith,4550,F,0
1980-10-02,Levi Lang,4551,M,0
1992-08-26,Dr. Karen Prince,4552,F,0
1979-03-31,Jennifer Moore,4553,F,1
1978-11-03,Zachary Morales,4554,M,0
1980-06-29,Debra Nguyen,4555,F,0
1998-12-22,Robert Peters,4556,M,1
1974-04-02,Crystal Fowler,4557,F,1
2002-12-12,Melissa Myers,4558,F,0
1982-11-10,Angelica Jones,4559,F,1
1982-08-07,Rebecca Perry,4560,F,0
1976-07-09,Teresa Fletcher MD,4561,F,0
1976-01-16,Darryl Mckinney,4562,M,0
1999-12-18,Stephanie Williams,4563,F,0
1980-04-10,Leah Johnson,4564,F,1
2004-12-20,Diana Ramos MD,4565,F,0
1988-12-21,Jessica Beard,4566,F,1
1974-03-15,John Parks,4567,M,0
2012-04-12,Joseph Johnson,4568,M,1
1991-09-27,Kevin Montgomery,4569,M,0
1975-04-01,Kayla Ayala,4570,F,0
1980-08-30,Nancy Alvarez,4571,F,1
1978-04-08,Roberta Arnold,4572,F,0
2016-12-09,Shaun Rose,4573,M,1
2013-08-03,Vanessa Pearson,4574,F,0
1998-11-15,Suzanne Erickson,4575,F,0
2011-10-16,Debbie Bradford,4576,F,0
2012-08-14,Brianna Villanueva,4577,F,1
1978-09-21,Patricia Miller,4578,F,0
2010-06-27,Andrew Harris,4579,M,1
1971-03-10,Carly Russell,4580,F,0
1996-09-29,Eric Henry,4581,M,0
1973-05-12,Colin West,4582,M,0
1998-07-24,Brian Morgan,4583,M,0
2005-02-15,Samuel Sanchez,4584,M,1
1980-07-01,Ashley Mckinney MD,4585,F,0
1974-04-23,Joseph Bradley,4586,M,0
2006-06-05,Eugene Smith,4587,M,0
1982-01-18,Jenna Hines,4588,F,1
1975-02-04,Linda Hansen,4589,F,0
1981-06-27,Paul Kelly,4590,M,1
1993-02-22,Sharon Ruiz,4591,F,1
2004-06-12,Christopher Mitchell,4592,M,1
1980-08-10,Tony Smith,4593,M,0
1972-04-01,Barbara Anthony,4594,F,1
1972-05-14,Amber Brown,4595,F,1
1973-06-05,Vanessa Morrison,4596,F,0
2005-05-11,Shawn Hunt,4597,M,0
1972-07-12,Ryan Carr,4598,M,1
2005-09-18,Timothy Tran,4599,M,0
1987-10-04,Kimberly White,4600,F,0
2014-01-02,Glenn Norris,4601,M,0
2007-08-14,James Brown,4602,M,0
1999-05-20,Adam Durham,4603,M,1
2013-04-29,Kristen Lucas,4604,F,0
2013-05-04,Tonya Wilson,4605,F,0
1990-08-19,Amanda Choi,4606,F,1
2013-07-04,Anthony Lane,4607,M,0
2001-03-23,Joshua Ali,4608,M,0
1994-12-27,April Smith,4609,F,1
2006-01-06,Sara Spencer,4610,F,1
1995-09-03,Angela Brown,4611,F,1
2010-08-16,Krystal Jefferson,4612,F,0
1994-11-20,Dennis Collins,4613,M,0
2000-06-17,Adam Robinson,4614,M,1
2015-02-26,Erin Johnson,4615,F,1
1976-06-27,Ralph Smith,4616,M,0
1980-12-16,Robert Vazquez,4617,M,0
1992-12-21,Veronica Boyd,4618,F,0
2016-02-28,James Tyler,4619,M,1
1985-11-10,Benjamin Griffin,4620,M,0
2009-11-17,Shane Coleman,4621,M,1
1977-11-08,Heather Ray,4622,F,1
1982-06-18,Brenda Roth,4623,F,1
2007-01-07,Veronica Huffman,4624,F,0
1992-04-06,Johnathan Flores,4625,M,0
1971-02-16,Donna Gomez,4626,F,0
1981-03-22,Timothy Howard,4627,M,0
1982-11-26,Amy Miller,4628,F,0
2003-07-28,Samantha Garza,4629,F,0
1986-05-12,Miss Kimberly Cameron,4630,F,0
2008-08-15,Donna Carroll,4631,F,1
2006-02-21,Kathryn Brown,4632,F,0
1992-05-04,Todd Brown,4633,M,0
2011-05-20,Suzanne Hall,4634,F,1
2012-11-25,Melanie Hinton,4635,F,1
2005-02-15,Joshua Dominguez,4636,M,0
1979-12-29,George Walker,4637,M,1
1972-09-27,Thomas Hayes,4638,M,0
2016-06-10,Tamara Quinn DVM,4639,F,0
1977-02-06,Victoria Torres,4640,F,0
2002-10-25,Kimberly Smith,4641,F,1
2017-02-21,Cassandra Scott,4642,F,1
1970-11-04,John Hooper,4643,M,0
1997-06-01,Maria Campbell,4644,F,1
1995-11-04,Erin Robinson,4645,F,0
1988-07-06,Sarah Gray,4646,F,0
2001-11-12,Teresa Johnson,4647,F,0
2002-01-14,Michael Love,4648,M,1
1993-01-09,Randy Burns,4649,M,0
1995-04-30,Sandra Summers,4650,F,0
2010-03-30,Gary King,4651,M,0
2017-03-05,Brian Moreno,4652,M,0
1977-08-15,William Conner,4653,M,0
1973-05-07,Charles Roberts,4654,M,0
1996-12-27,Katie Wood,4655,F,0
1987-12-01,Douglas Wood,4656,M,0
2006-06-26,Christina Cruz,4657,F,1
1991-07-01,Madison Butler,4658,F,1
1980-01-03,Joy Khan,4659,F,0
2004-12-30,Shelia Harris,4660,F,0
1985-11-29,Sean Jenkins,4661,M,0
1995-09-05,Daniel Clarke,4662,M,0
1983-04-26,James Rogers,4663,M,1
1973-02-13,Danny Green,4664,M,0
1990-04-27,Laura Ellis,4665,F,0
1973-06-14,Robert Palmer,4666,M,0
1992-03-28,Dana Giles,4667,F,1
1986-09-15,Ronald Knapp,4668,M,1
2013-12-27,Anthony Lee,4669,M,0
1970-11-21,Angela Beard,4670,F,1
1970-07-05,Angel Green MD,4671,F,0
1974-09-24,Linda Garcia,4672,F,0
1996-04-30,Cory Moore,4673,M,0
2001-07-14,Haley Reid,4674,F,0
2005-01-21,Margaret Johnson,4675,F,0
1990-01-26,Daniel Williams,4676,M,0
2007-01-03,Deanna Skinner,4677,F,0
2004-08-07,Tiffany Meyers,4678,F,0
1977-11-14,Daniel Castaneda,4679,M,0
2006-08-22,Jeffrey Parker,4680,M,0
1995-09-27,Rachel Washington,4681,F,0
1977-08-04,Abigail Case,4682,F,1
1978-10-24,Benjamin Thomas,4683,M,0
1975-03-03,Jodi Davis,4684,F,0
1987-06-27,Erin Rubio,4685,F,0
1992-03-21,Samuel Long,4686,M,0
1988-07-17,Jose Morales,4687,M,0
1980-04-23,Andrew Lee,4688,M,1
2006-09-20,Samantha Byrd,4689,F,1
2008-04-17,Shannon Mccormick,4690,F,0
1983-08-12,Sean Morrow,4691,M,0
1980-05-19,Jeremy Miller,4692,M,1
1993-04-27,Alice Brown,4693,F,0
1971-03-29,Andrea Frost,4694,F,1
1989-08-03,Dale Ferguson,4695,M,0
2007-04-16,Steven Rogers,4696,M,0
1984-12-06,Daniel Hammond,4697,M,1
1981-02-05,Jack Smith,4698,M,0
1979-10-15,Lisa Miller,4699,F,1
1978-01-04,Ronnie Allen,4700,M,0
1983-03-23,Latoya Rodriguez,4701,F,0
1998-02-26,Denise Herrera,4702,F,0
1976-11-15,Ian Jones,4703,M,1
1994-06-06,Katherine Mendoza,4704,F,0
2014-01-14,Eric Griffith,4705,M,0
2012-08-16,Lindsey Williamson,4706,F,0
1995-12-11,Devon Tran,4707,M,1
1973-05-18,Sharon Hart,4708,F,1
1997-04-01,Sonia Greene,4709,F,1
1998-04-13,Hailey Simmons,4710,F,0
1972-08-11,Jennifer Flores MD,4711,F,0
1977-07-29,Angela Watkins,4712,F,0
1974-03-17,Kimberly Little MD,4713,F,1
2009-04-28,Katherine Cox,4714,F,0
2002-04-11,Tonya Young,4715,F,1
1984-07-18,Angela Kerr,4716,F,1
1982-09-27,Samantha Watkins,4717,F,0
1987-08-04,Thomas Gibson,4718,M,1
1999-07-07,Clifford Perry,4719,M,1
1981-02-10,Tamara Martinez,4720,F,1
1981-12-13,Jonathon Stone,4721,M,0
1985-02-07,Christopher Cortez,4722,M,0
1982-09-26,Daniel Santiago,4723,M,1
1994-07-18,Courtney Friedman,4724,F,1
1997-05-30,Ryan Johnson,4725,M,1
1980-07-28,Linda Bridges,4726,F,0
1995-05-04,Clinton Krueger,4727,M,1
1999-11-21,Michael Robinson,4728,M,0
1988-01-08,Richard Odom,4729,M,0
1971-05-28,Amanda Sanchez DDS,4730,F,0
1974-10-01,Gabrielle Dean,4731,F,1
1999-04-12,Jennifer Jennings,4732,F,0
1976-08-11,Amanda Clarke,4733,F,0
2013-05-02,Maria Clark,4734,F,0
1970-02-07,James Lynch,4735,M,1
1982-09-17,Jose Baker,4736,M,0
2013-06-09,Richard Chapman,4737,M,0
2000-02-22,Daniel English,4738,M,0
2012-09-04,Julian Jordan PhD,4739,M,1
1972-12-03,Monica Caldwell,4740,F,0
1984-01-11,Rachel Kirby,4741,F,0
1970-11-06,Rebecca Mckenzie,4742,F,0
1992-06-05,James Oneill,4743,M,0
1981-08-20,Samuel Thomas,4744,M,0
2003-05-16,Robert Anderson,4745,M,1
1986-03-23,Heidi King,4746,F,0
1990-12-19,Patricia Solomon,4747,F,0
2016-07-09,Kyle Pacheco,4748,M,1
2013-07-06,Joseph Nash,4749,M,0
2003-11-03,Micheal Stuart,4750,M,0
1996-06-01,Stephen Lewis,4751,M,1
1986-12-16,Sylvia Stevens,4752,F,0
1984-08-22,Beth Camacho,4753,F,0
1983-02-25,Benjamin George,4754,M,1
1981-02-03,Rodney Jordan,4755,M,1
1979-12-10,Kenneth Martinez,4756,M,0
1999-09-18,Billy Ortiz,4757,M,0
1974-12-19,Brandy Rivera,4758,F,1
1983-01-26,Desiree Smith,4759,F,1
2006-11-16,Christopher Herring,4760,M,0
1984-11-23,Vickie Payne,4761,F,0
2014-06-02,Hayden Kirby,4762,M,0
2017-04-11,Michael Todd,4763,M,1
2004-08-18,Brian Fitzgerald,4764,M,0
2013-04-15,Anthony Smith,4765,M,1
1984-04-18,Kathleen Lopez,4766,F,0
1985-04-15,Andrew Foley,4767,M,1
2001-09-01,Lisa Chen,4768,F,1
1985-03-09,Hector Gay,4769,M,1
1994-11-27,Kristopher Perez,4770,M,1
1995-08-10,Daniel Chavez,4771,M,0
1983-06-01,Jamie Ellis,4772,F,1
1976-01-14,Michele Day,4773,F,0
1972-08-13,Joshua Rodriguez,4774,M,0
1977-11-09,Kelly Price,4775,F,0
2005-08-16,Kelly Blair,4776,M,0
2013-09-15,Matthew Vasquez,4777,M,0
1995-08-03,Tara Lucas,4778,F,1
1984-09-26,Michael Roberts,4779,M,0
2007-07-22,Jose Garcia,4780,M,1
1982-01-17,Earl Thompson,4781,M,0
2006-05-25,Alexander Terrell,4782,M,1
1984-11-17,John Wheeler,4783,M,0
2003-05-16,Angela Bird,4784,F,1
2009-10-26,Nicholas Williams,4785,M,1
1972-09-28,William Rojas,4786,M,1
1982-06-19,Shane Levine,4787,M,0
2017-04-28,Jamie Hubbard,4788,F,0
2013-04-23,Deborah Dunlap,4789,F,1
2005-10-25,Cathy Little,4790,F,0
2007-07-06,Teresa Avery,4791,F,0
2012-02-25,Donald Welch,4792,M,1
2010-03-24,Kathy Smith,4793,F,0
1981-11-09,Mindy Gardner,4794,F,1
1996-03-09,Jacob Gentry,4795,M,0
2002-06-11,Maurice Wolfe,4796,M,0
1997-07-28,Michael Mills,4797,M,0
2004-07-30,Deanna Rodriguez,4798,F,1
1993-11-09,Melanie Roberts,4799,F,0
1978-11-04,Brenda Rodriguez,4800,F,1
1993-06-11,Nicholas Wright,4801,M,0
1989-10-06,David Logan,4802,M,1
1991-11-09,Lisa Rodriguez,4803,F,0
2005-05-24,Meghan Potts,4804,F,1
1994-10-26,Barbara Faulkner,4805,F,0
1985-10-22,Courtney Moore,4806,F,0
2010-10-30,Lisa Campbell,4807,F,1
1982-08-31,Ronnie Ford,4808,M,0
1981-01-07,Jennifer Gonzalez,4809,F,0
1998-09-23,Lindsey Prince,4810,F,0
1990-06-27,Brenda Morris,4811,F,0
2003-05-22,Nicole Ellis,4812,F,0
1974-04-08,Tina Mckee,4813,F,1
1991-10-20,Vanessa Mendoza,4814,F,0
1992-01-30,Douglas Sanders,4815,M,0
1996-08-17,Patrick Adams,4816,M,0
1999-01-26,Brandy Snyder,4817,F,0
1975-07-18,Kim Johnson,4818,F,1
1984-07-02,Kimberly Stevens,4819,F,0
1988-12-17,Scott Knight,4820,M,0
1974-03-23,Connie Reilly,4821,F,0
2008-10-13,Elizabeth Flowers,4822,F,0
1979-02-14,Christopher Lee,4823,M,0
2011-03-07,Patrick Perry,4824,M,1
1999-10-06,Jason Williams,4825,M,0
2004-01-01,Samantha Fitzgerald,4826,F,0
1972-05-03,Brittany Henry,4827,F,1
2014-06-11,Courtney Dodson,4828,F,0
1973-04-05,Brianna Berry,4829,F,1
1982-05-23,Cathy Pham,4830,F,0
2016-11-28,Kristi Price,4831,F,1
1994-10-19,Jamie Schneider,4832,F,0
1980-12-10,Douglas Kelley,4833,M,0
1991-08-07,Ricky Jenkins,4834,M,1
2017-02-01,Elizabeth White,4835,F,0
2015-08-28,Brittany Padilla,4836,F,1
2013-05-24,Eric Hernandez,4837,M,0
1995-12-21,Stephanie Evans,4838,F,1
2013-01-18,Raymond Barker,4839,M,0
2008-06-20,Destiny Byrd,4840,F,0
2014-09-06,Amanda Estrada,4841,F,1
1982-01-13,Amanda Bell,4842,F,0
2001-11-21,Denise Parks,4843,F,1
2000-12-09,Rose Le,4844,F,1
1975-09-05,Andrew Robinson,4845,M,0
2007-07-07,Cassandra Martinez,4846,F,0
1971-03-17,John Holder,4847,M,1
1997-09-08,Jack Williams,4848,M,1
2008-08-08,Kenneth Howell,4849,M,1
1977-03-12,Spencer Richards,4850,M,1
1981-01-09,Lori Ramirez,4851,F,0
1984-05-07,Christine Franklin,4852,F,0
1972-03-17,Laura Smith,4853,F,1
1997-09-27,Rebecca Wilson,4854,F,0
1996-09-15,Brian Ballard,4855,M,1
2002-02-23,Alexis Santos,4856,F,1
1996-07-13,Rebecca Cummings,4857,F,1
1971-04-26,Donald Carter,4858,M,0
1992-12-28,Wendy Baldwin,4859,F,1
1992-04-26,Mary White,4860,F,0
1970-08-31,Lynn Lewis,4861,F,0
1994-10-27,Robyn Hardin,4862,F,1
1983-02-27,Nancy Brooks,4863,F,1
1995-12-09,Matthew Daniel,4864,M,1
1976-06-19,Brianna Jones,4865,F,0
1996-02-19,Kenneth George,4866,M,0
1975-11-06,Christine Evans,4867,F,0
2015-07-18,John Maxwell,4868,M,0
2000-10-25,Nancy Torres,4869,F,0
1999-02-27,Candice Collins,4870,F,1
2005-03-08,Dylan Donovan,4871,M,1
1980-07-03,Catherine Trevino,4872,F,1
2004-06-08,Micheal Hall,4873,M,1
1985-07-26,Dustin Douglas,4874,M,1
1973-10-23,Robert Walker,4875,M,0
2003-05-29,Theresa House,4876,F,1
